Service,Port,Protocol,Description
omginitialrefs,900,udp,OMG Initial Refs
smpnameres,901,udp,SMPNAMERES
ideafarm-door,902,udp,self documenting Door: send 0x00 for info
ideafarm-panic,903,udp,self documenting Panic Door: send 0x00 for info
kink,910,udp,Kerberized Internet Negotiation of Keys (KINK)
xact-backup,911,udp,xact-backup
apex-mesh,912,udp,APEX relay-relay service
apex-edge,913,udp,APEX endpoint-relay service
,953,udp,Reserved
ftps-data,989,udp,"ftp protocol, data, over TLS/SSL"
ftps,990,udp,"ftp protocol, control, over TLS/SSL"
nas,991,udp,Netnews Administration System
telnets,992,udp,telnet protocol over TLS/SSL
,993,udp,Reserved
,994,udp,Reserved
pop3s,995,udp,pop3 protocol over TLS/SSL (was spop3)
vsinet,996,udp,vsinet
maitrd,997,udp,
puparp,998,udp,
applix,999,udp,Applix ac
puprouter,999,udp,
cadlock2,1000,udp,
,1001,udp,Reserved
,1008,udp,Possibly used by Sun Solaris????
surf,1010,udp,surf
exp1,1021,udp,RFC3692-style Experiment 1
exp2,1022,udp,RFC3692-style Experiment 2
,1023,udp,Reserved
,1024,udp,Reserved
blackjack,1025,udp,network blackjack
cap,1026,udp,Calendar Access Protocol
6a44,1027,udp,IPv6 Behind NAT44 CPEs
solid-mux,1029,udp,Solid Mux Server
netinfo-local,1033,udp,local netinfo port
activesync,1034,udp,ActiveSync Notifications
mxxrlogin,1035,udp,MX-XR RPC
nsstp,1036,udp,Nebula Secure Segment Transfer Protocol
ams,1037,udp,AMS
mtqp,1038,udp,Message Tracking Query Protocol
sbl,1039,udp,Streamlined Blackhole
netarx,1040,udp,Netarx Netcare
danf-ak2,1041,udp,AK2 Product
afrog,1042,udp,Subnet Roaming
boinc-client,1043,udp,BOINC Client Control
dcutility,1044,udp,Dev Consortium Utility
fpitp,1045,udp,Fingerprint Image Transfer Protocol
wfremotertm,1046,udp,WebFilter Remote Monitor
neod1,1047,udp,Sun's NEO Object Request Broker
neod2,1048,udp,Sun's NEO Object Request Broker
td-postman,1049,udp,Tobit David Postman VPMN
cma,1050,udp,CORBA Management Agent
optima-vnet,1051,udp,Optima VNET
ddt,1052,udp,Dynamic DNS Tools
remote-as,1053,udp,Remote Assistant (RA)
brvread,1054,udp,BRVREAD
ansyslmd,1055,udp,ANSYS - License Manager
vfo,1056,udp,VFO
startron,1057,udp,STARTRON
nim,1058,udp,nim
nimreg,1059,udp,nimreg
polestar,1060,udp,POLESTAR
kiosk,1061,udp,KIOSK
veracity,1062,udp,Veracity
kyoceranetdev,1063,udp,KyoceraNetDev
jstel,1064,udp,JSTEL
syscomlan,1065,udp,SYSCOMLAN
fpo-fns,1066,udp,FPO-FNS
instl-boots,1067,udp,"Installation Bootstrap Proto. Serv. IANA assigned this well-formed service name as a replacement for ""instl_boots""."
instl_boots,1067,udp,Installation Bootstrap Proto. Serv.
instl-bootc,1068,udp,"Installation Bootstrap Proto. Cli. IANA assigned this well-formed service name as a replacement for ""instl_bootc""."
instl_bootc,1068,udp,Installation Bootstrap Proto. Cli.
cognex-insight,1069,udp,COGNEX-INSIGHT
gmrupdateserv,1070,udp,GMRUpdateSERV
bsquare-voip,1071,udp,BSQUARE-VOIP
cardax,1072,udp,CARDAX
bridgecontrol,1073,udp,Bridge Control
warmspotMgmt,1074,udp,Warmspot Management Protocol
rdrmshc,1075,udp,RDRMSHC
dab-sti-c,1076,udp,DAB STI-C
imgames,1077,udp,IMGames
avocent-proxy,1078,udp,Avocent Proxy Protocol
asprovatalk,1079,udp,ASPROVATalk
socks,1080,udp,Socks
pvuniwien,1081,udp,PVUNIWIEN
amt-esd-prot,1082,udp,AMT-ESD-PROT
ansoft-lm-1,1083,udp,Anasoft License Manager
ansoft-lm-2,1084,udp,Anasoft License Manager
webobjects,1085,udp,Web Objects
cplscrambler-lg,1086,udp,CPL Scrambler Logging
cplscrambler-in,1087,udp,CPL Scrambler Internal
cplscrambler-al,1088,udp,CPL Scrambler Alarm Log
ff-annunc,1089,udp,FF Annunciation
ff-fms,1090,udp,FF Fieldbus Message Specification
ff-sm,1091,udp,FF System Management
obrpd,1092,udp,Open Business Reporting Protocol
proofd,1093,udp,PROOFD
rootd,1094,udp,ROOTD
nicelink,1095,udp,NICELink
cnrprotocol,1096,udp,Common Name Resolution Protocol
sunclustermgr,1097,udp,Sun Cluster Manager
rmiactivation,1098,udp,RMI Activation
rmiregistry,1099,udp,RMI Registry
mctp,1100,udp,MCTP
pt2-discover,1101,udp,PT2-DISCOVER
adobeserver-1,1102,udp,ADOBE SERVER 1
adobeserver-2,1103,udp,ADOBE SERVER 2
xrl,1104,udp,XRL
ftranhc,1105,udp,FTRANHC
isoipsigport-1,1106,udp,ISOIPSIGPORT-1
isoipsigport-2,1107,udp,ISOIPSIGPORT-2
ratio-adp,1108,udp,ratio-adp
nfsd-keepalive,1110,udp,Client status info
lmsocialserver,1111,udp,LM Social Server
icp,1112,udp,Intelligent Communication Protocol
ltp-deepspace,1113,udp,Licklider Transmission Protocol
mini-sql,1114,udp,Mini SQL
ardus-trns,1115,udp,ARDUS Transfer
ardus-cntl,1116,udp,ARDUS Control
ardus-mtrns,1117,udp,ARDUS Multicast Transfer
sacred,1118,udp,SACRED
bnetgame,1119,udp,Battle.net Chat/Game Protocol
bnetfile,1120,udp,Battle.net File Transfer Protocol
rmpp,1121,udp,Datalode RMPP
availant-mgr,1122,udp,availant-mgr
murray,1123,udp,Murray
hpvmmcontrol,1124,udp,HP VMM Control
hpvmmagent,1125,udp,HP VMM Agent
hpvmmdata,1126,udp,HP VMM Agent
kwdb-commn,1127,udp,KWDB Remote Communication
saphostctrl,1128,udp,SAPHostControl over SOAP/HTTP
saphostctrls,1129,udp,SAPHostControl over SOAP/HTTPS
casp,1130,udp,CAC App Service Protocol
caspssl,1131,udp,CAC App Service Protocol Encripted
kvm-via-ip,1132,udp,KVM-via-IP Management Service
dfn,1133,udp,Data Flow Network
aplx,1134,udp,MicroAPL APLX
omnivision,1135,udp,OmniVision Communication Service
hhb-gateway,1136,udp,HHB Gateway Control
trim,1137,udp,TRIM Workgroup Service
encrypted-admin,1138,udp,"encrypted admin requests IANA assigned this well-formed service name as a replacement for ""encrypted_admin""."
encrypted_admin,1138,udp,encrypted admin requests
evm,1139,udp,Enterprise Virtual Manager
autonoc,1140,udp,AutoNOC Network Operations Protocol
mxomss,1141,udp,User Message Service
edtools,1142,udp,User Discovery Service
imyx,1143,udp,Infomatryx Exchange
fuscript,1144,udp,Fusion Script
x9-icue,1145,udp,X9 iCue Show Control
audit-transfer,1146,udp,audit transfer
capioverlan,1147,udp,CAPIoverLAN
elfiq-repl,1148,udp,Elfiq Replication Service
bvtsonar,1149,udp,BlueView Sonar Service
blaze,1150,udp,Blaze File Server
unizensus,1151,udp,Unizensus Login Server
winpoplanmess,1152,udp,Winpopup LAN Messenger
c1222-acse,1153,udp,ANSI C12.22 Port
resacommunity,1154,udp,Community Service
nfa,1155,udp,Network File Access
iascontrol-oms,1156,udp,iasControl OMS
iascontrol,1157,udp,Oracle iASControl
dbcontrol-oms,1158,udp,dbControl OMS
oracle-oms,1159,udp,Oracle OMS
olsv,1160,udp,DB Lite Mult-User Server
health-polling,1161,udp,Health Polling
health-trap,1162,udp,Health Trap
sddp,1163,udp,SmartDialer Data Protocol
qsm-proxy,1164,udp,QSM Proxy Service
qsm-gui,1165,udp,QSM GUI Service
qsm-remote,1166,udp,QSM RemoteExec
cisco-ipsla,1167,udp,Cisco IP SLAs Control Protocol
vchat,1168,udp,VChat Conference Service
tripwire,1169,udp,TRIPWIRE
atc-lm,1170,udp,AT+C License Manager
atc-appserver,1171,udp,AT+C FmiApplicationServer
dnap,1172,udp,DNA Protocol
d-cinema-rrp,1173,udp,D-Cinema Request-Response
fnet-remote-ui,1174,udp,FlashNet Remote Admin
dossier,1175,udp,Dossier Server
indigo-server,1176,udp,Indigo Home Server
dkmessenger,1177,udp,DKMessenger Protocol
sgi-storman,1178,udp,SGI Storage Manager
b2n,1179,udp,Backup To Neighbor
mc-client,1180,udp,Millicent Client Proxy
3comnetman,1181,udp,3Com Net Management
accelenet-data,1182,udp,AcceleNet Data
llsurfup-http,1183,udp,LL Surfup HTTP
llsurfup-https,1184,udp,LL Surfup HTTPS
catchpole,1185,udp,Catchpole port
mysql-cluster,1186,udp,MySQL Cluster Manager
alias,1187,udp,Alias Service
hp-webadmin,1188,udp,HP Web Admin
unet,1189,udp,Unet Connection
commlinx-avl,1190,udp,CommLinx GPS / AVL System
gpfs,1191,udp,General Parallel File System
caids-sensor,1192,udp,caids sensors channel
fiveacross,1193,udp,Five Across Server
openvpn,1194,udp,OpenVPN
rsf-1,1195,udp,RSF-1 clustering
netmagic,1196,udp,Network Magic
carrius-rshell,1197,udp,Carrius Remote Access
cajo-discovery,1198,udp,cajo reference discovery
dmidi,1199,udp,DMIDI
scol,1200,udp,SCOL
nucleus-sand,1201,udp,Nucleus Sand Database Server
caiccipc,1202,udp,caiccipc
ssslic-mgr,1203,udp,License Validation
ssslog-mgr,1204,udp,Log Request Listener
accord-mgc,1205,udp,Accord-MGC
anthony-data,1206,udp,Anthony Data
metasage,1207,udp,MetaSage
seagull-ais,1208,udp,SEAGULL AIS
ipcd3,1209,udp,IPCD3
eoss,1210,udp,EOSS
groove-dpp,1211,udp,Groove DPP
lupa,1212,udp,lupa
mpc-lifenet,1213,udp,Medtronic/Physio-Control LIFENET
kazaa,1214,udp,KAZAA
scanstat-1,1215,udp,scanSTAT 1.0
etebac5,1216,udp,ETEBAC 5
hpss-ndapi,1217,udp,HPSS NonDCE Gateway
aeroflight-ads,1218,udp,AeroFlight-ADs
aeroflight-ret,1219,udp,AeroFlight-Ret
qt-serveradmin,1220,udp,QT SERVER ADMIN
sweetware-apps,1221,udp,SweetWARE Apps
nerv,1222,udp,SNI R&D network
tgp,1223,udp,TrulyGlobal Protocol
vpnz,1224,udp,VPNz
slinkysearch,1225,udp,SLINKYSEARCH
stgxfws,1226,udp,STGXFWS
dns2go,1227,udp,DNS2Go
florence,1228,udp,FLORENCE
zented,1229,udp,ZENworks Tiered Electronic Distribution
periscope,1230,udp,Periscope
menandmice-lpm,1231,udp,menandmice-lpm
first-defense,1232,udp,Remote systems monitoring
univ-appserver,1233,udp,Universal App Server
search-agent,1234,udp,Infoseek Search Agent
mosaicsyssvc1,1235,udp,mosaicsyssvc1
bvcontrol,1236,udp,bvcontrol
tsdos390,1237,udp,tsdos390
hacl-qs,1238,udp,hacl-qs
nmsd,1239,udp,NMSD
instantia,1240,udp,Instantia
nessus,1241,udp,nessus
nmasoverip,1242,udp,NMAS over IP
serialgateway,1243,udp,SerialGateway
isbconference1,1244,udp,isbconference1
isbconference2,1245,udp,isbconference2
payrouter,1246,udp,payrouter
visionpyramid,1247,udp,VisionPyramid
hermes,1248,udp,hermes
mesavistaco,1249,udp,Mesa Vista Co
swldy-sias,1250,udp,swldy-sias
servergraph,1251,udp,servergraph
bspne-pcc,1252,udp,bspne-pcc
q55-pcc,1253,udp,q55-pcc
de-noc,1254,udp,de-noc
de-cache-query,1255,udp,de-cache-query
de-server,1256,udp,de-server
shockwave2,1257,udp,Shockwave 2
opennl,1258,udp,Open Network Library
opennl-voice,1259,udp,Open Network Library Voice
ibm-ssd,1260,udp,ibm-ssd
mpshrsv,1261,udp,mpshrsv
qnts-orb,1262,udp,QNTS-ORB
dka,1263,udp,dka
prat,1264,udp,PRAT
dssiapi,1265,udp,DSSIAPI
dellpwrappks,1266,udp,DELLPWRAPPKS
epc,1267,udp,eTrust Policy Compliance
propel-msgsys,1268,udp,PROPEL-MSGSYS
watilapp,1269,udp,WATiLaPP
opsmgr,1270,udp,Microsoft Operations Manager
excw,1271,udp,eXcW
cspmlockmgr,1272,udp,CSPMLockMgr
emc-gateway,1273,udp,EMC-Gateway
t1distproc,1274,udp,t1distproc
ivcollector,1275,udp,ivcollector
,1276,udp,Reserved
miva-mqs,1277,udp,mqs
dellwebadmin-1,1278,udp,Dell Web Admin 1
dellwebadmin-2,1279,udp,Dell Web Admin 2
pictrography,1280,udp,Pictrography
healthd,1281,udp,healthd
emperion,1282,udp,Emperion
productinfo,1283,udp,Product Information
iee-qfx,1284,udp,IEE-QFX
neoiface,1285,udp,neoiface
netuitive,1286,udp,netuitive
routematch,1287,udp,RouteMatch Com
navbuddy,1288,udp,NavBuddy
jwalkserver,1289,udp,JWalkServer
winjaserver,1290,udp,WinJaServer
seagulllms,1291,udp,SEAGULLLMS
dsdn,1292,udp,dsdn
pkt-krb-ipsec,1293,udp,PKT-KRB-IPSec
cmmdriver,1294,udp,CMMdriver
ehtp,1295,udp,End-by-Hop Transmission Protocol
dproxy,1296,udp,dproxy
sdproxy,1297,udp,sdproxy
lpcp,1298,udp,lpcp
hp-sci,1299,udp,hp-sci
h323hostcallsc,1300,udp,H.323 Secure Call Control Signalling
,1301,udp,Reserved
,1302,udp,Reserved
sftsrv,1303,udp,sftsrv
boomerang,1304,udp,Boomerang
pe-mike,1305,udp,pe-mike
re-conn-proto,1306,udp,RE-Conn-Proto
pacmand,1307,udp,Pacmand
odsi,1308,udp,Optical Domain Service Interconnect (ODSI)
jtag-server,1309,udp,JTAG server
husky,1310,udp,Husky
rxmon,1311,udp,RxMon
sti-envision,1312,udp,STI Envision
bmc-patroldb,1313,udp,"BMC_PATROLDB IANA assigned this well-formed service name as a replacement for ""bmc_patroldb""."
bmc_patroldb,1313,udp,BMC_PATROLDB
pdps,1314,udp,Photoscript Distributed Printing System
els,1315,udp,"E.L.S., Event Listener Service"
exbit-escp,1316,udp,Exbit-ESCP
vrts-ipcserver,1317,udp,vrts-ipcserver
krb5gatekeeper,1318,udp,krb5gatekeeper
amx-icsp,1319,udp,AMX-ICSP
amx-axbnet,1320,udp,AMX-AXBNET
pip,1321,udp,PIP
novation,1322,udp,Novation
brcd,1323,udp,brcd
delta-mcp,1324,udp,delta-mcp
dx-instrument,1325,udp,DX-Instrument
wimsic,1326,udp,WIMSIC
ultrex,1327,udp,Ultrex
ewall,1328,udp,EWALL
netdb-export,1329,udp,netdb-export
streetperfect,1330,udp,StreetPerfect
intersan,1331,udp,intersan
pcia-rxp-b,1332,udp,PCIA RXP-B
passwrd-policy,1333,udp,Password Policy
writesrv,1334,udp,writesrv
digital-notary,1335,udp,Digital Notary Protocol
ischat,1336,udp,Instant Service Chat
menandmice-dns,1337,udp,menandmice DNS
wmc-log-svc,1338,udp,WMC-log-svr
kjtsiteserver,1339,udp,kjtsiteserver
naap,1340,udp,NAAP
qubes,1341,udp,QuBES
esbroker,1342,udp,ESBroker
re101,1343,udp,re101
icap,1344,udp,ICAP
vpjp,1345,udp,VPJP
alta-ana-lm,1346,udp,Alta Analytics License Manager
bbn-mmc,1347,udp,multi media conferencing
bbn-mmx,1348,udp,multi media conferencing
sbook,1349,udp,Registration Network Protocol
editbench,1350,udp,Registration Network Protocol
equationbuilder,1351,udp,Digital Tool Works (MIT)
lotusnote,1352,udp,Lotus Note
relief,1353,udp,Relief Consulting
XSIP-network,1354,udp,Five Across XSIP Network
intuitive-edge,1355,udp,Intuitive Edge
cuillamartin,1356,udp,CuillaMartin Company
pegboard,1357,udp,Electronic PegBoard
connlcli,1358,udp,CONNLCLI
ftsrv,1359,udp,FTSRV
mimer,1360,udp,MIMER
linx,1361,udp,LinX
timeflies,1362,udp,TimeFlies
ndm-requester,1363,udp,Network DataMover Requester
ndm-server,1364,udp,Network DataMover Server
adapt-sna,1365,udp,Network Software Associates
netware-csp,1366,udp,Novell NetWare Comm Service Platform
dcs,1367,udp,DCS
screencast,1368,udp,ScreenCast
gv-us,1369,udp,GlobalView to Unix Shell
us-gv,1370,udp,Unix Shell to GlobalView
fc-cli,1371,udp,Fujitsu Config Protocol
fc-ser,1372,udp,Fujitsu Config Protocol
chromagrafx,1373,udp,Chromagrafx
molly,1374,udp,EPI Software Systems
bytex,1375,udp,Bytex
ibm-pps,1376,udp,IBM Person to Person Software
cichlid,1377,udp,Cichlid License Manager
elan,1378,udp,Elan License Manager
dbreporter,1379,udp,Integrity Solutions
telesis-licman,1380,udp,Telesis Network License Manager
apple-licman,1381,udp,Apple Network License Manager
udt-os,1382,udp,"udt_os IANA assigned this well-formed service name as a replacement for ""udt_os""."
udt_os,1382,udp,udt_os
gwha,1383,udp,GW Hannaway Network License Manager
os-licman,1384,udp,Objective Solutions License Manager
atex-elmd,1385,udp,"Atex Publishing License Manager IANA assigned this well-formed service name as a replacement for ""atex_elmd""."
atex_elmd,1385,udp,Atex Publishing License Manager
checksum,1386,udp,CheckSum License Manager
cadsi-lm,1387,udp,Computer Aided Design Software Inc LM
objective-dbc,1388,udp,Objective Solutions DataBase Cache
iclpv-dm,1389,udp,Document Manager
iclpv-sc,1390,udp,Storage Controller
iclpv-sas,1391,udp,Storage Access Server
iclpv-pm,1392,udp,Print Manager
iclpv-nls,1393,udp,Network Log Server
iclpv-nlc,1394,udp,Network Log Client
iclpv-wsm,1395,udp,PC Workstation Manager software
dvl-activemail,1396,udp,DVL Active Mail
audio-activmail,1397,udp,Audio Active Mail
video-activmail,1398,udp,Video Active Mail
cadkey-licman,1399,udp,Cadkey License Manager
cadkey-tablet,1400,udp,Cadkey Tablet Daemon
goldleaf-licman,1401,udp,Goldleaf License Manager
prm-sm-np,1402,udp,Prospero Resource Manager
prm-nm-np,1403,udp,Prospero Resource Manager
igi-lm,1404,udp,Infinite Graphics License Manager
ibm-res,1405,udp,IBM Remote Execution Starter
netlabs-lm,1406,udp,NetLabs License Manager
,1407,udp,Reserved
sophia-lm,1408,udp,Sophia License Manager
here-lm,1409,udp,Here License Manager
hiq,1410,udp,HiQ License Manager
af,1411,udp,AudioFile
innosys,1412,udp,InnoSys
innosys-acl,1413,udp,Innosys-ACL
ibm-mqseries,1414,udp,IBM MQSeries
dbstar,1415,udp,DBStar
novell-lu6-2,1416,udp,"Novell LU6.2 IANA assigned this well-formed service name as a replacement for ""novell-lu6.2""."
novell-lu6.2,1416,udp,Novell LU6.2
timbuktu-srv1,1417,udp,Timbuktu Service 1 Port
timbuktu-srv2,1418,udp,Timbuktu Service 2 Port
timbuktu-srv3,1419,udp,Timbuktu Service 3 Port
timbuktu-srv4,1420,udp,Timbuktu Service 4 Port
gandalf-lm,1421,udp,Gandalf License Manager
autodesk-lm,1422,udp,Autodesk License Manager
essbase,1423,udp,Essbase Arbor Software
hybrid,1424,udp,Hybrid Encryption Protocol
zion-lm,1425,udp,Zion Software License Manager
sais,1426,udp,Satellite-data Acquisition System 1
mloadd,1427,udp,mloadd monitoring tool
informatik-lm,1428,udp,Informatik License Manager
nms,1429,udp,Hypercom NMS
tpdu,1430,udp,Hypercom TPDU
rgtp,1431,udp,Reverse Gossip Transport
blueberry-lm,1432,udp,Blueberry Software License Manager
ms-sql-s,1433,udp,Microsoft-SQL-Server
ms-sql-m,1434,udp,Microsoft-SQL-Monitor
ibm-cics,1435,udp,IBM CICS
saism,1436,udp,Satellite-data Acquisition System 2
tabula,1437,udp,Tabula
eicon-server,1438,udp,Eicon Security Agent/Server
eicon-x25,1439,udp,Eicon X25/SNA Gateway
eicon-slp,1440,udp,Eicon Service Location Protocol
cadis-1,1441,udp,Cadis License Management
cadis-2,1442,udp,Cadis License Management
ies-lm,1443,udp,Integrated Engineering Software
marcam-lm,1444,udp,Marcam  License Management
proxima-lm,1445,udp,Proxima License Manager
ora-lm,1446,udp,Optical Research Associates License Manager
apri-lm,1447,udp,Applied Parallel Research LM
oc-lm,1448,udp,OpenConnect License Manager
peport,1449,udp,PEport
dwf,1450,udp,Tandem Distributed Workbench Facility
infoman,1451,udp,IBM Information Management
gtegsc-lm,1452,udp,GTE Government Systems License Man
genie-lm,1453,udp,Genie License Manager
interhdl-elmd,1454,udp,"interHDL License Manager IANA assigned this well-formed service name as a replacement for ""interhdl_elmd""."
interhdl_elmd,1454,udp,interHDL License Manager
esl-lm,1455,udp,ESL License Manager
dca,1456,udp,DCA
valisys-lm,1457,udp,Valisys License Manager
nrcabq-lm,1458,udp,Nichols Research Corp.
proshare1,1459,udp,Proshare Notebook Application
proshare2,1460,udp,Proshare Notebook Application
ibm-wrless-lan,1461,udp,"IBM Wireless LAN IANA assigned this well-formed service name as a replacement for ""ibm_wrless_lan""."
ibm_wrless_lan,1461,udp,IBM Wireless LAN
world-lm,1462,udp,World License Manager
nucleus,1463,udp,Nucleus
msl-lmd,1464,udp,"MSL License Manager IANA assigned this well-formed service name as a replacement for ""msl_lmd""."
msl_lmd,1464,udp,MSL License Manager
pipes,1465,udp,Pipes Platform
oceansoft-lm,1466,udp,Ocean Software License Manager
csdmbase,1467,udp,CSDMBASE
csdm,1468,udp,CSDM
aal-lm,1469,udp,Active Analysis Limited License Manager
uaiact,1470,udp,Universal Analytics
csdmbase,1471,udp,csdmbase
csdm,1472,udp,csdm
openmath,1473,udp,OpenMath
telefinder,1474,udp,Telefinder
taligent-lm,1475,udp,Taligent License Manager
clvm-cfg,1476,udp,clvm-cfg
ms-sna-server,1477,udp,ms-sna-server
ms-sna-base,1478,udp,ms-sna-base
dberegister,1479,udp,dberegister
pacerforum,1480,udp,PacerForum
airs,1481,udp,AIRS
miteksys-lm,1482,udp,Miteksys License Manager
afs,1483,udp,AFS License Manager
confluent,1484,udp,Confluent License Manager
lansource,1485,udp,LANSource
nms-topo-serv,1486,udp,"nms_topo_serv IANA assigned this well-formed service name as a replacement for ""nms_topo_serv""."
nms_topo_serv,1486,udp,nms_topo_serv
localinfosrvr,1487,udp,LocalInfoSrvr
docstor,1488,udp,DocStor
dmdocbroker,1489,udp,dmdocbroker
insitu-conf,1490,udp,insitu-conf
stone-design-1,1492,udp,stone-design-1
netmap-lm,1493,udp,"netmap_lm IANA assigned this well-formed service name as a replacement for ""netmap_lm""."
netmap_lm,1493,udp,netmap_lm
ica,1494,udp,ica
cvc,1495,udp,cvc
liberty-lm,1496,udp,liberty-lm
rfx-lm,1497,udp,rfx-lm
sybase-sqlany,1498,udp,Sybase SQL Any
fhc,1499,udp,Federico Heinz Consultora
vlsi-lm,1500,udp,VLSI License Manager
saiscm,1501,udp,Satellite-data Acquisition System 3
shivadiscovery,1502,udp,Shiva
imtc-mcs,1503,udp,Databeam
evb-elm,1504,udp,EVB Software Engineering License Manager
funkproxy,1505,udp,"Funk Software, Inc."
utcd,1506,udp,Universal Time daemon (utcd)
symplex,1507,udp,symplex
diagmond,1508,udp,diagmond
robcad-lm,1509,udp,"Robcad, Ltd. License Manager"
mvx-lm,1510,udp,Midland Valley Exploration Ltd. Lic. Man.
3l-l1,1511,udp,3l-l1
wins,1512,udp,Microsoft's Windows Internet Name Service
fujitsu-dtc,1513,udp,"Fujitsu Systems Business of America, Inc"
fujitsu-dtcns,1514,udp,"Fujitsu Systems Business of America, Inc"
ifor-protocol,1515,udp,ifor-protocol
vpad,1516,udp,Virtual Places Audio data
vpac,1517,udp,Virtual Places Audio control
vpvd,1518,udp,Virtual Places Video data
vpvc,1519,udp,Virtual Places Video control
atm-zip-office,1520,udp,atm zip office
ncube-lm,1521,udp,nCube License Manager
ricardo-lm,1522,udp,Ricardo North America License Manager
cichild-lm,1523,udp,cichild
ingreslock,1524,udp,ingres
orasrv,1525,udp,oracle
prospero-np,1525,udp,Prospero Directory Service non-priv
pdap-np,1526,udp,Prospero Data Access Prot non-priv
tlisrv,1527,udp,oracle
norp,1528,udp,Not Only a Routeing Protocol
coauthor,1529,udp,oracle
rap-service,1530,udp,rap-service
