Service,Port,Protocol,Description
cadlock,770,tcp,
rtip,771,tcp,
cycleserv2,772,tcp,
submit,773,tcp,
rpasswd,774,tcp,
entomb,775,tcp,
wpages,776,tcp,
multiling-http,777,tcp,Multiling HTTP
wpgs,780,tcp,
mdbs-daemon,800,tcp,"IANA assigned this well-formed service name as a replacement for ""mdbs_daemon""."
mdbs_daemon,800,tcp,
device,801,tcp,
mbap-s,802,tcp,Modbus Application Protocol Secure
fcp-udp,810,tcp,FCP
itm-mcell-s,828,tcp,itm-mcell-s
pkix-3-ca-ra,829,tcp,PKIX-3 CA/RA
netconf-ssh,830,tcp,NETCONF over SSH
netconf-beep,831,tcp,NETCONF over BEEP
netconfsoaphttp,832,tcp,NETCONF for SOAP over HTTPS
netconfsoapbeep,833,tcp,NETCONF for SOAP over BEEP
dhcp-failover2,847,tcp,dhcp-failover 2
gdoi,848,tcp,GDOI
domain-s,853,tcp,DNS query-response protocol run over TLS
dlep,854,tcp,Dynamic Link Exchange Protocol (DLEP)
iscsi,860,tcp,iSCSI
owamp-control,861,tcp,OWAMP-Control
twamp-control,862,tcp,TWAMP-Control
rsync,873,tcp,rsync
iclcnet-locate,886,tcp,ICL coNETion locate server
iclcnet-svinfo,887,tcp,"ICL coNETion server info IANA assigned this well-formed service name as a replacement for ""iclcnet_svinfo""."
iclcnet_svinfo,887,tcp,ICL coNETion server info
accessbuilder,888,tcp,AccessBuilder
cddbp,888,tcp,CD Database Protocol
omginitialrefs,900,tcp,OMG Initial Refs
smpnameres,901,tcp,SMPNAMERES
ideafarm-door,902,tcp,self documenting Telnet Door
ideafarm-panic,903,tcp,self documenting Telnet Panic Door
kink,910,tcp,Kerberized Internet Negotiation of Keys (KINK)
xact-backup,911,tcp,xact-backup
apex-mesh,912,tcp,APEX relay-relay service
apex-edge,913,tcp,APEX endpoint-relay service
rndc,953,tcp,BIND9 remote name daemon controller
ftps-data,989,tcp,"ftp protocol, data, over TLS/SSL"
ftps,990,tcp,"ftp protocol, control, over TLS/SSL"
nas,991,tcp,Netnews Administration System
telnets,992,tcp,telnet protocol over TLS/SSL
imaps,993,tcp,IMAP over TLS protocol
,994,tcp,Reserved
pop3s,995,tcp,POP3 over TLS protocol
vsinet,996,tcp,vsinet
maitrd,997,tcp,
busboy,998,tcp,
garcon,999,tcp,
puprouter,999,tcp,
cadlock2,1000,tcp,
webpush,1001,tcp,HTTP Web Push
surf,1010,tcp,surf
exp1,1021,tcp,RFC3692-style Experiment 1
exp2,1022,tcp,RFC3692-style Experiment 2
,1023,tcp,Reserved
,1024,tcp,Reserved
blackjack,1025,tcp,network blackjack
cap,1026,tcp,Calendar Access Protocol
,1027,tcp,Reserved
solid-mux,1029,tcp,Solid Mux Server
netinfo-local,1033,tcp,local netinfo port
activesync,1034,tcp,ActiveSync Notifications
mxxrlogin,1035,tcp,MX-XR RPC
nsstp,1036,tcp,Nebula Secure Segment Transfer Protocol
ams,1037,tcp,AMS
mtqp,1038,tcp,Message Tracking Query Protocol
sbl,1039,tcp,Streamlined Blackhole
netarx,1040,tcp,Netarx Netcare
danf-ak2,1041,tcp,AK2 Product
afrog,1042,tcp,Subnet Roaming
boinc-client,1043,tcp,BOINC Client Control
dcutility,1044,tcp,Dev Consortium Utility
fpitp,1045,tcp,Fingerprint Image Transfer Protocol
wfremotertm,1046,tcp,WebFilter Remote Monitor
neod1,1047,tcp,Sun's NEO Object Request Broker
neod2,1048,tcp,Sun's NEO Object Request Broker
td-postman,1049,tcp,Tobit David Postman VPMN
cma,1050,tcp,CORBA Management Agent
optima-vnet,1051,tcp,Optima VNET
ddt,1052,tcp,Dynamic DNS Tools
remote-as,1053,tcp,Remote Assistant (RA)
brvread,1054,tcp,BRVREAD
ansyslmd,1055,tcp,ANSYS - License Manager
vfo,1056,tcp,VFO
startron,1057,tcp,STARTRON
nim,1058,tcp,nim
nimreg,1059,tcp,nimreg
polestar,1060,tcp,POLESTAR
kiosk,1061,tcp,KIOSK
veracity,1062,tcp,Veracity
kyoceranetdev,1063,tcp,KyoceraNetDev
jstel,1064,tcp,JSTEL
syscomlan,1065,tcp,SYSCOMLAN
fpo-fns,1066,tcp,FPO-FNS
instl-boots,1067,tcp,"Installation Bootstrap Proto. Serv. IANA assigned this well-formed service name as a replacement for ""instl_boots""."
instl_boots,1067,tcp,Installation Bootstrap Proto. Serv.
instl-bootc,1068,tcp,"Installation Bootstrap Proto. Cli. IANA assigned this well-formed service name as a replacement for ""instl_bootc""."
instl_bootc,1068,tcp,Installation Bootstrap Proto. Cli.
cognex-insight,1069,tcp,COGNEX-INSIGHT
gmrupdateserv,1070,tcp,GMRUpdateSERV
bsquare-voip,1071,tcp,BSQUARE-VOIP
cardax,1072,tcp,CARDAX
bridgecontrol,1073,tcp,Bridge Control
warmspotMgmt,1074,tcp,Warmspot Management Protocol
rdrmshc,1075,tcp,RDRMSHC
dab-sti-c,1076,tcp,DAB STI-C
imgames,1077,tcp,IMGames
avocent-proxy,1078,tcp,Avocent Proxy Protocol
asprovatalk,1079,tcp,ASPROVATalk
socks,1080,tcp,Socks
pvuniwien,1081,tcp,PVUNIWIEN
amt-esd-prot,1082,tcp,AMT-ESD-PROT
ansoft-lm-1,1083,tcp,Anasoft License Manager
ansoft-lm-2,1084,tcp,Anasoft License Manager
webobjects,1085,tcp,Web Objects
cplscrambler-lg,1086,tcp,CPL Scrambler Logging
cplscrambler-in,1087,tcp,CPL Scrambler Internal
cplscrambler-al,1088,tcp,CPL Scrambler Alarm Log
ff-annunc,1089,tcp,FF Annunciation
ff-fms,1090,tcp,FF Fieldbus Message Specification
ff-sm,1091,tcp,FF System Management
obrpd,1092,tcp,Open Business Reporting Protocol
proofd,1093,tcp,PROOFD
rootd,1094,tcp,ROOTD
nicelink,1095,tcp,NICELink
cnrprotocol,1096,tcp,Common Name Resolution Protocol
sunclustermgr,1097,tcp,Sun Cluster Manager
rmiactivation,1098,tcp,RMI Activation
rmiregistry,1099,tcp,RMI Registry
mctp,1100,tcp,MCTP
pt2-discover,1101,tcp,PT2-DISCOVER
adobeserver-1,1102,tcp,ADOBE SERVER 1
adobeserver-2,1103,tcp,ADOBE SERVER 2
xrl,1104,tcp,XRL
ftranhc,1105,tcp,FTRANHC
isoipsigport-1,1106,tcp,ISOIPSIGPORT-1
isoipsigport-2,1107,tcp,ISOIPSIGPORT-2
ratio-adp,1108,tcp,ratio-adp
webadmstart,1110,tcp,Start web admin server
lmsocialserver,1111,tcp,LM Social Server
icp,1112,tcp,Intelligent Communication Protocol
ltp-deepspace,1113,tcp,Licklider Transmission Protocol
mini-sql,1114,tcp,Mini SQL
ardus-trns,1115,tcp,ARDUS Transfer
ardus-cntl,1116,tcp,ARDUS Control
ardus-mtrns,1117,tcp,ARDUS Multicast Transfer
sacred,1118,tcp,SACRED
bnetgame,1119,tcp,Battle.net Chat/Game Protocol
bnetfile,1120,tcp,Battle.net File Transfer Protocol
rmpp,1121,tcp,Datalode RMPP
availant-mgr,1122,tcp,availant-mgr
murray,1123,tcp,Murray
hpvmmcontrol,1124,tcp,HP VMM Control
hpvmmagent,1125,tcp,HP VMM Agent
hpvmmdata,1126,tcp,HP VMM Agent
kwdb-commn,1127,tcp,KWDB Remote Communication
saphostctrl,1128,tcp,SAPHostControl over SOAP/HTTP
saphostctrls,1129,tcp,SAPHostControl over SOAP/HTTPS
casp,1130,tcp,CAC App Service Protocol
caspssl,1131,tcp,CAC App Service Protocol Encripted
kvm-via-ip,1132,tcp,KVM-via-IP Management Service
dfn,1133,tcp,Data Flow Network
aplx,1134,tcp,MicroAPL APLX
omnivision,1135,tcp,OmniVision Communication Service
hhb-gateway,1136,tcp,HHB Gateway Control
trim,1137,tcp,TRIM Workgroup Service
encrypted-admin,1138,tcp,"encrypted admin requests IANA assigned this well-formed service name as a replacement for ""encrypted_admin""."
encrypted_admin,1138,tcp,encrypted admin requests
evm,1139,tcp,Enterprise Virtual Manager
autonoc,1140,tcp,AutoNOC Network Operations Protocol
mxomss,1141,tcp,User Message Service
edtools,1142,tcp,User Discovery Service
imyx,1143,tcp,Infomatryx Exchange
fuscript,1144,tcp,Fusion Script
x9-icue,1145,tcp,X9 iCue Show Control
audit-transfer,1146,tcp,audit transfer
capioverlan,1147,tcp,CAPIoverLAN
elfiq-repl,1148,tcp,Elfiq Replication Service
bvtsonar,1149,tcp,BlueView Sonar Service
blaze,1150,tcp,Blaze File Server
unizensus,1151,tcp,Unizensus Login Server
winpoplanmess,1152,tcp,Winpopup LAN Messenger
c1222-acse,1153,tcp,ANSI C12.22 Port
resacommunity,1154,tcp,Community Service
nfa,1155,tcp,Network File Access
iascontrol-oms,1156,tcp,iasControl OMS
iascontrol,1157,tcp,Oracle iASControl
dbcontrol-oms,1158,tcp,dbControl OMS
oracle-oms,1159,tcp,Oracle OMS
olsv,1160,tcp,DB Lite Mult-User Server
health-polling,1161,tcp,Health Polling
health-trap,1162,tcp,Health Trap
sddp,1163,tcp,SmartDialer Data Protocol
qsm-proxy,1164,tcp,QSM Proxy Service
qsm-gui,1165,tcp,QSM GUI Service
qsm-remote,1166,tcp,QSM RemoteExec
cisco-ipsla,1167,tcp,Cisco IP SLAs Control Protocol
vchat,1168,tcp,VChat Conference Service
tripwire,1169,tcp,TRIPWIRE
atc-lm,1170,tcp,AT+C License Manager
atc-appserver,1171,tcp,AT+C FmiApplicationServer
dnap,1172,tcp,DNA Protocol
d-cinema-rrp,1173,tcp,D-Cinema Request-Response
fnet-remote-ui,1174,tcp,FlashNet Remote Admin
dossier,1175,tcp,Dossier Server
indigo-server,1176,tcp,Indigo Home Server
dkmessenger,1177,tcp,DKMessenger Protocol
sgi-storman,1178,tcp,SGI Storage Manager
b2n,1179,tcp,Backup To Neighbor
mc-client,1180,tcp,Millicent Client Proxy
3comnetman,1181,tcp,3Com Net Management
accelenet,1182,tcp,AcceleNet Control
llsurfup-http,1183,tcp,LL Surfup HTTP
llsurfup-https,1184,tcp,LL Surfup HTTPS
catchpole,1185,tcp,Catchpole port
mysql-cluster,1186,tcp,MySQL Cluster Manager
alias,1187,tcp,Alias Service
hp-webadmin,1188,tcp,HP Web Admin
unet,1189,tcp,Unet Connection
commlinx-avl,1190,tcp,CommLinx GPS / AVL System
gpfs,1191,tcp,General Parallel File System
caids-sensor,1192,tcp,caids sensors channel
fiveacross,1193,tcp,Five Across Server
openvpn,1194,tcp,OpenVPN
rsf-1,1195,tcp,RSF-1 clustering
netmagic,1196,tcp,Network Magic
carrius-rshell,1197,tcp,Carrius Remote Access
cajo-discovery,1198,tcp,cajo reference discovery
dmidi,1199,tcp,DMIDI
scol,1200,tcp,SCOL
nucleus-sand,1201,tcp,Nucleus Sand Database Server
caiccipc,1202,tcp,caiccipc
ssslic-mgr,1203,tcp,License Validation
ssslog-mgr,1204,tcp,Log Request Listener
accord-mgc,1205,tcp,Accord-MGC
anthony-data,1206,tcp,Anthony Data
metasage,1207,tcp,MetaSage
seagull-ais,1208,tcp,SEAGULL AIS
ipcd3,1209,tcp,IPCD3
eoss,1210,tcp,EOSS
groove-dpp,1211,tcp,Groove DPP
lupa,1212,tcp,lupa
mpc-lifenet,1213,tcp,Medtronic/Physio-Control LIFENET
kazaa,1214,tcp,KAZAA
scanstat-1,1215,tcp,scanSTAT 1.0
etebac5,1216,tcp,ETEBAC 5
hpss-ndapi,1217,tcp,HPSS NonDCE Gateway
aeroflight-ads,1218,tcp,AeroFlight-ADs
aeroflight-ret,1219,tcp,AeroFlight-Ret
qt-serveradmin,1220,tcp,QT SERVER ADMIN
sweetware-apps,1221,tcp,SweetWARE Apps
nerv,1222,tcp,SNI R&D network
tgp,1223,tcp,TrulyGlobal Protocol
vpnz,1224,tcp,VPNz
slinkysearch,1225,tcp,SLINKYSEARCH
stgxfws,1226,tcp,STGXFWS
dns2go,1227,tcp,DNS2Go
florence,1228,tcp,FLORENCE
zented,1229,tcp,ZENworks Tiered Electronic Distribution
periscope,1230,tcp,Periscope
menandmice-lpm,1231,tcp,menandmice-lpm
first-defense,1232,tcp,Remote systems monitoring
univ-appserver,1233,tcp,Universal App Server
search-agent,1234,tcp,Infoseek Search Agent
mosaicsyssvc1,1235,tcp,mosaicsyssvc1
bvcontrol,1236,tcp,bvcontrol
tsdos390,1237,tcp,tsdos390
hacl-qs,1238,tcp,hacl-qs
nmsd,1239,tcp,NMSD
instantia,1240,tcp,Instantia
nessus,1241,tcp,nessus
nmasoverip,1242,tcp,NMAS over IP
serialgateway,1243,tcp,SerialGateway
isbconference1,1244,tcp,isbconference1
isbconference2,1245,tcp,isbconference2
payrouter,1246,tcp,payrouter
visionpyramid,1247,tcp,VisionPyramid
hermes,1248,tcp,hermes
mesavistaco,1249,tcp,Mesa Vista Co
swldy-sias,1250,tcp,swldy-sias
servergraph,1251,tcp,servergraph
bspne-pcc,1252,tcp,bspne-pcc
q55-pcc,1253,tcp,q55-pcc
de-noc,1254,tcp,de-noc
de-cache-query,1255,tcp,de-cache-query
de-server,1256,tcp,de-server
shockwave2,1257,tcp,Shockwave 2
opennl,1258,tcp,Open Network Library
opennl-voice,1259,tcp,Open Network Library Voice
ibm-ssd,1260,tcp,ibm-ssd
mpshrsv,1261,tcp,mpshrsv
qnts-orb,1262,tcp,QNTS-ORB
dka,1263,tcp,dka
prat,1264,tcp,PRAT
dssiapi,1265,tcp,DSSIAPI
dellpwrappks,1266,tcp,DELLPWRAPPKS
epc,1267,tcp,eTrust Policy Compliance
propel-msgsys,1268,tcp,PROPEL-MSGSYS
watilapp,1269,tcp,WATiLaPP
opsmgr,1270,tcp,Microsoft Operations Manager
excw,1271,tcp,eXcW
cspmlockmgr,1272,tcp,CSPMLockMgr
emc-gateway,1273,tcp,EMC-Gateway
t1distproc,1274,tcp,t1distproc
ivcollector,1275,tcp,ivcollector
,1276,tcp,Reserved
miva-mqs,1277,tcp,mqs
dellwebadmin-1,1278,tcp,Dell Web Admin 1
dellwebadmin-2,1279,tcp,Dell Web Admin 2
pictrography,1280,tcp,Pictrography
healthd,1281,tcp,healthd
emperion,1282,tcp,Emperion
productinfo,1283,tcp,Product Information
iee-qfx,1284,tcp,IEE-QFX
neoiface,1285,tcp,neoiface
netuitive,1286,tcp,netuitive
routematch,1287,tcp,RouteMatch Com
navbuddy,1288,tcp,NavBuddy
jwalkserver,1289,tcp,JWalkServer
winjaserver,1290,tcp,WinJaServer
seagulllms,1291,tcp,SEAGULLLMS
dsdn,1292,tcp,dsdn
pkt-krb-ipsec,1293,tcp,PKT-KRB-IPSec
cmmdriver,1294,tcp,CMMdriver
ehtp,1295,tcp,End-by-Hop Transmission Protocol
dproxy,1296,tcp,dproxy
sdproxy,1297,tcp,sdproxy
lpcp,1298,tcp,lpcp
hp-sci,1299,tcp,hp-sci
h323hostcallsc,1300,tcp,H.323 Secure Call Control Signalling
,1301,tcp,Reserved
,1302,tcp,Reserved
sftsrv,1303,tcp,sftsrv
boomerang,1304,tcp,Boomerang
pe-mike,1305,tcp,pe-mike
re-conn-proto,1306,tcp,RE-Conn-Proto
pacmand,1307,tcp,Pacmand
odsi,1308,tcp,Optical Domain Service Interconnect (ODSI)
jtag-server,1309,tcp,JTAG server
husky,1310,tcp,Husky
rxmon,1311,tcp,RxMon
sti-envision,1312,tcp,STI Envision
bmc-patroldb,1313,tcp,"BMC_PATROLDB IANA assigned this well-formed service name as a replacement for ""bmc_patroldb""."
bmc_patroldb,1313,tcp,BMC_PATROLDB
pdps,1314,tcp,Photoscript Distributed Printing System
els,1315,tcp,"E.L.S., Event Listener Service"
exbit-escp,1316,tcp,Exbit-ESCP
vrts-ipcserver,1317,tcp,vrts-ipcserver
krb5gatekeeper,1318,tcp,krb5gatekeeper
amx-icsp,1319,tcp,AMX-ICSP
amx-axbnet,1320,tcp,AMX-AXBNET
pip,1321,tcp,PIP
novation,1322,tcp,Novation
brcd,1323,tcp,brcd
delta-mcp,1324,tcp,delta-mcp
dx-instrument,1325,tcp,DX-Instrument
wimsic,1326,tcp,WIMSIC
ultrex,1327,tcp,Ultrex
ewall,1328,tcp,EWALL
netdb-export,1329,tcp,netdb-export
streetperfect,1330,tcp,StreetPerfect
intersan,1331,tcp,intersan
pcia-rxp-b,1332,tcp,PCIA RXP-B
passwrd-policy,1333,tcp,Password Policy
writesrv,1334,tcp,writesrv
digital-notary,1335,tcp,Digital Notary Protocol
ischat,1336,tcp,Instant Service Chat
menandmice-dns,1337,tcp,menandmice DNS
wmc-log-svc,1338,tcp,WMC-log-svr
kjtsiteserver,1339,tcp,kjtsiteserver
naap,1340,tcp,NAAP
qubes,1341,tcp,QuBES
esbroker,1342,tcp,ESBroker
re101,1343,tcp,re101
icap,1344,tcp,ICAP
vpjp,1345,tcp,VPJP
alta-ana-lm,1346,tcp,Alta Analytics License Manager
bbn-mmc,1347,tcp,multi media conferencing
bbn-mmx,1348,tcp,multi media conferencing
sbook,1349,tcp,Registration Network Protocol
editbench,1350,tcp,Registration Network Protocol
equationbuilder,1351,tcp,Digital Tool Works (MIT)
lotusnote,1352,tcp,Lotus Note
relief,1353,tcp,Relief Consulting
XSIP-network,1354,tcp,Five Across XSIP Network
intuitive-edge,1355,tcp,Intuitive Edge
cuillamartin,1356,tcp,CuillaMartin Company
pegboard,1357,tcp,Electronic PegBoard
connlcli,1358,tcp,CONNLCLI
ftsrv,1359,tcp,FTSRV
mimer,1360,tcp,MIMER
linx,1361,tcp,LinX
timeflies,1362,tcp,TimeFlies
ndm-requester,1363,tcp,Network DataMover Requester
ndm-server,1364,tcp,Network DataMover Server
adapt-sna,1365,tcp,Network Software Associates
netware-csp,1366,tcp,Novell NetWare Comm Service Platform
dcs,1367,tcp,DCS
screencast,1368,tcp,ScreenCast
gv-us,1369,tcp,GlobalView to Unix Shell
us-gv,1370,tcp,Unix Shell to GlobalView
fc-cli,1371,tcp,Fujitsu Config Protocol
fc-ser,1372,tcp,Fujitsu Config Protocol
chromagrafx,1373,tcp,Chromagrafx
molly,1374,tcp,EPI Software Systems
bytex,1375,tcp,Bytex
ibm-pps,1376,tcp,IBM Person to Person Software
cichlid,1377,tcp,Cichlid License Manager
elan,1378,tcp,Elan License Manager
dbreporter,1379,tcp,Integrity Solutions
telesis-licman,1380,tcp,Telesis Network License Manager
apple-licman,1381,tcp,Apple Network License Manager
udt-os,1382,tcp,"udt_os IANA assigned this well-formed service name as a replacement for ""udt_os""."
udt_os,1382,tcp,udt_os
gwha,1383,tcp,GW Hannaway Network License Manager
os-licman,1384,tcp,Objective Solutions License Manager
atex-elmd,1385,tcp,"Atex Publishing License Manager IANA assigned this well-formed service name as a replacement for ""atex_elmd""."
atex_elmd,1385,tcp,Atex Publishing License Manager
checksum,1386,tcp,CheckSum License Manager
cadsi-lm,1387,tcp,Computer Aided Design Software Inc LM
objective-dbc,1388,tcp,Objective Solutions DataBase Cache
iclpv-dm,1389,tcp,Document Manager
iclpv-sc,1390,tcp,Storage Controller
iclpv-sas,1391,tcp,Storage Access Server
iclpv-pm,1392,tcp,Print Manager
iclpv-nls,1393,tcp,Network Log Server
iclpv-nlc,1394,tcp,Network Log Client
iclpv-wsm,1395,tcp,PC Workstation Manager software
dvl-activemail,1396,tcp,DVL Active Mail
audio-activmail,1397,tcp,Audio Active Mail
video-activmail,1398,tcp,Video Active Mail
cadkey-licman,1399,tcp,Cadkey License Manager
cadkey-tablet,1400,tcp,Cadkey Tablet Daemon
goldleaf-licman,1401,tcp,Goldleaf License Manager
prm-sm-np,1402,tcp,Prospero Resource Manager
prm-nm-np,1403,tcp,Prospero Resource Manager
igi-lm,1404,tcp,Infinite Graphics License Manager
ibm-res,1405,tcp,IBM Remote Execution Starter
netlabs-lm,1406,tcp,NetLabs License Manager
tibet-server,1407,tcp,TIBET Data Server
sophia-lm,1408,tcp,Sophia License Manager
here-lm,1409,tcp,Here License Manager
hiq,1410,tcp,HiQ License Manager
af,1411,tcp,AudioFile
innosys,1412,tcp,InnoSys
innosys-acl,1413,tcp,Innosys-ACL
ibm-mqseries,1414,tcp,IBM MQSeries
dbstar,1415,tcp,DBStar
novell-lu6-2,1416,tcp,"Novell LU6.2 IANA assigned this well-formed service name as a replacement for ""novell-lu6.2""."
novell-lu6.2,1416,tcp,Novell LU6.2
timbuktu-srv1,1417,tcp,Timbuktu Service 1 Port
timbuktu-srv2,1418,tcp,Timbuktu Service 2 Port
timbuktu-srv3,1419,tcp,Timbuktu Service 3 Port
timbuktu-srv4,1420,tcp,Timbuktu Service 4 Port
gandalf-lm,1421,tcp,Gandalf License Manager
autodesk-lm,1422,tcp,Autodesk License Manager
essbase,1423,tcp,Essbase Arbor Software
hybrid,1424,tcp,Hybrid Encryption Protocol
zion-lm,1425,tcp,Zion Software License Manager
sais,1426,tcp,Satellite-data Acquisition System 1
mloadd,1427,tcp,mloadd monitoring tool
informatik-lm,1428,tcp,Informatik License Manager
nms,1429,tcp,Hypercom NMS
tpdu,1430,tcp,Hypercom TPDU
rgtp,1431,tcp,Reverse Gossip Transport
blueberry-lm,1432,tcp,Blueberry Software License Manager
ms-sql-s,1433,tcp,Microsoft-SQL-Server
ms-sql-m,1434,tcp,Microsoft-SQL-Monitor
ibm-cics,1435,tcp,IBM CICS
saism,1436,tcp,Satellite-data Acquisition System 2
tabula,1437,tcp,Tabula
eicon-server,1438,tcp,Eicon Security Agent/Server
eicon-x25,1439,tcp,Eicon X25/SNA Gateway
eicon-slp,1440,tcp,Eicon Service Location Protocol
cadis-1,1441,tcp,Cadis License Management
cadis-2,1442,tcp,Cadis License Management
ies-lm,1443,tcp,Integrated Engineering Software
marcam-lm,1444,tcp,Marcam  License Management
proxima-lm,1445,tcp,Proxima License Manager
ora-lm,1446,tcp,Optical Research Associates License Manager
apri-lm,1447,tcp,Applied Parallel Research LM
oc-lm,1448,tcp,OpenConnect License Manager
peport,1449,tcp,PEport
dwf,1450,tcp,Tandem Distributed Workbench Facility
infoman,1451,tcp,IBM Information Management
gtegsc-lm,1452,tcp,GTE Government Systems License Man
genie-lm,1453,tcp,Genie License Manager
interhdl-elmd,1454,tcp,"interHDL License Manager IANA assigned this well-formed service name as a replacement for ""interhdl_elmd""."
interhdl_elmd,1454,tcp,interHDL License Manager
esl-lm,1455,tcp,ESL License Manager
dca,1456,tcp,DCA
valisys-lm,1457,tcp,Valisys License Manager
nrcabq-lm,1458,tcp,Nichols Research Corp.
proshare1,1459,tcp,Proshare Notebook Application
proshare2,1460,tcp,Proshare Notebook Application
ibm-wrless-lan,1461,tcp,"IBM Wireless LAN IANA assigned this well-formed service name as a replacement for ""ibm_wrless_lan""."
ibm_wrless_lan,1461,tcp,IBM Wireless LAN
world-lm,1462,tcp,World License Manager
nucleus,1463,tcp,Nucleus
msl-lmd,1464,tcp,"MSL License Manager IANA assigned this well-formed service name as a replacement for ""msl_lmd""."
msl_lmd,1464,tcp,MSL License Manager
pipes,1465,tcp,Pipes Platform
oceansoft-lm,1466,tcp,Ocean Software License Manager
csdmbase,1467,tcp,CSDMBASE
csdm,1468,tcp,CSDM
aal-lm,1469,tcp,Active Analysis Limited License Manager
uaiact,1470,tcp,Universal Analytics
csdmbase,1471,tcp,csdmbase
csdm,1472,tcp,csdm
openmath,1473,tcp,OpenMath
telefinder,1474,tcp,Telefinder
taligent-lm,1475,tcp,Taligent License Manager
clvm-cfg,1476,tcp,clvm-cfg
ms-sna-server,1477,tcp,ms-sna-server
ms-sna-base,1478,tcp,ms-sna-base
dberegister,1479,tcp,dberegister
pacerforum,1480,tcp,PacerForum
airs,1481,tcp,AIRS
miteksys-lm,1482,tcp,Miteksys License Manager
afs,1483,tcp,AFS License Manager
confluent,1484,tcp,Confluent License Manager
lansource,1485,tcp,LANSource
nms-topo-serv,1486,tcp,"nms_topo_serv IANA assigned this well-formed service name as a replacement for ""nms_topo_serv""."
nms_topo_serv,1486,tcp,nms_topo_serv
localinfosrvr,1487,tcp,LocalInfoSrvr
docstor,1488,tcp,DocStor
dmdocbroker,1489,tcp,dmdocbroker
insitu-conf,1490,tcp,insitu-conf
stone-design-1,1492,tcp,stone-design-1
netmap-lm,1493,tcp,"netmap_lm IANA assigned this well-formed service name as a replacement for ""netmap_lm""."
netmap_lm,1493,tcp,netmap_lm
ica,1494,tcp,ica
cvc,1495,tcp,cvc
liberty-lm,1496,tcp,liberty-lm
rfx-lm,1497,tcp,rfx-lm
sybase-sqlany,1498,tcp,Sybase SQL Any
fhc,1499,tcp,Federico Heinz Consultora
vlsi-lm,1500,tcp,VLSI License Manager
saiscm,1501,tcp,Satellite-data Acquisition System 3
shivadiscovery,1502,tcp,Shiva
imtc-mcs,1503,tcp,Databeam
evb-elm,1504,tcp,EVB Software Engineering License Manager
funkproxy,1505,tcp,"Funk Software, Inc."
utcd,1506,tcp,Universal Time daemon (utcd)
symplex,1507,tcp,symplex
diagmond,1508,tcp,diagmond
robcad-lm,1509,tcp,"Robcad, Ltd. License Manager"
mvx-lm,1510,tcp,Midland Valley Exploration Ltd. Lic. Man.
3l-l1,1511,tcp,3l-l1
wins,1512,tcp,Microsoft's Windows Internet Name Service
fujitsu-dtc,1513,tcp,"Fujitsu Systems Business of America, Inc"
fujitsu-dtcns,1514,tcp,"Fujitsu Systems Business of America, Inc"
ifor-protocol,1515,tcp,ifor-protocol
vpad,1516,tcp,Virtual Places Audio data
vpac,1517,tcp,Virtual Places Audio control
vpvd,1518,tcp,Virtual Places Video data
vpvc,1519,tcp,Virtual Places Video control
atm-zip-office,1520,tcp,atm zip office
ncube-lm,1521,tcp,nCube License Manager
ricardo-lm,1522,tcp,Ricardo North America License Manager
cichild-lm,1523,tcp,cichild
ingreslock,1524,tcp,ingres
orasrv,1525,tcp,oracle
prospero-np,1525,tcp,Prospero Directory Service non-priv
pdap-np,1526,tcp,Prospero Data Access Prot non-priv
tlisrv,1527,tcp,oracle
norp,1528,tcp,Not Only a Routeing Protocol
coauthor,1529,tcp,oracle
rap-service,1530,tcp,rap-service
